vid_path,id_label,gloss,label
clips\104\6.MOV,104,SUGAR NONE,NO SUGAR
clips\81\11.MOV,81,PINK,PINK
videos/29/5.mp4,29,YOU MUCH SLOW / MUCH SLOW,YOU ARE SO SLOW!
videos/16/18.mp4,16,HEADACHE NOT,MY HEAD IS NOT PAINFUL.
videos/45/28.mp4,45,CLASS/GROUP WIN,OUR TEAM WON!
clips\27\11.MOV,27,EIGHT,EIGHT
clips\60\39.MOV,60,COUSIN,COUSIN
clips\73\33.MOV,73,GREEN,GREEN
clips\3\26.MOV,3,HELLO,HELLO
clips\50\7.MOV,50,TOMORROW,TOMORROW
clips\32\18.MOV,32,MARCH,MARCH
videos/17/29.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\52\35.MOV,52,FATHER,FATHER
clips\5\49.MOV,5,FINE,I AM FINE
videos/30/35.mp4,30,MUCH HARD,THIS IS VERY HARD.
clips\73\15.MOV,73,GREEN,GREEN
videos/16/24.mp4,16,HEADACHE NOT,MY HEAD IS NOT PAINFUL.
clips\60\10.MOV,60,COUSIN,COUSIN
clips\13\8.MOV,13,NOT KNOW,DO NOT KNOW
clips\65\0.MOV,65,WOMAN,WOMAN
clips\23\21.MOV,23,FOUR,FOUR
clips\73\44.MOV,73,GREEN,GREEN
videos/7/29.mp4,7,YOU SICK,YOU ARE SICK!
clips\32\28.MOV,32,MARCH,MARCH
clips\22\7.MOV,22,THREE,THREE
clips\2\34.MOV,2,GOOD EVENING,GOOD EVENING
videos/1/17.mp4,1,JOHN LIKES MARY,JOHN LIKES MARY.
clips\51\33.MOV,51,YESTERDAY,YESTERDAY
clips\97\8.MOV,97,JUICE,JUICE
clips\15\13.MOV,15,YES,YES
clips\64\18.MOV,64,MAN,MAN
clips\79\1.MOV,79,ORANGE,ORANGE
clips\65\4.MOV,65,WOMAN,WOMAN
videos/17/17.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\48\42.MOV,48,SUNDAY,SUNDAY
clips\7\33.MOV,7,THANK YOU,THANK YOU
videos/48/14.mp4,48,ALONE,I AM ALONE.
clips\62\5.MOV,62,BOY,BOY
videos/25/20.mp4,25,HARD,THIS IS HARD.
clips\28\45.MOV,28,NINE,NINE
clips\91\37.MOV,91,RICE,RICE
clips\44\32.MOV,44,WEDNESDAY,WEDNESDAY
videos/11/8.mp4,11,JOHN LIKE MARY,DOES JOHN LIKE MARY?
clips\32\27.MOV,32,MARCH,MARCH
clips\47\51.MOV,47,SATURDAY,SATURDAY
clips\64\30.MOV,64,MAN,MAN
videos/17/10.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\78\38.MOV,78,YELLOW,YELLOW
clips\64\0.MOV,64,MAN,MAN
clips\48\14.MOV,48,SUNDAY,SUNDAY
videos/4/32.mp4,4,YOU HOW,HOW ARE YOU?
clips\31\38.MOV,31,FEBRUARY,FEBRUARY
clips\67\7.MOV,67,H H,HARD OF HEARING
clips\4\3.MOV,4,YOU HOW,HOW ARE YOU
videos/21/1.mp4,21,HEADACHE,MY HEAD IS PAINFUL.
videos/9/14.mp4,9,FINE,I AM FINE.
clips\78\34.MOV,78,YELLOW,YELLOW
videos/31/16.mp4,31,HATE,I HATE YOU!
clips\33\12.MOV,33,APRIL,APRIL
clips\57\25.MOV,57,GRANDMOTHER,GRANDMOTHER
clips\26\9.MOV,26,SEVEN,SEVEN
videos/26/13.mp4,26,HEADACHE VERY,MY HEAD IS VERY PAINFUL.
clips\5\5.MOV,5,FINE,I AM FINE
clips\20\31.MOV,20,ONE,ONE
clips\45\39.MOV,45,THURSDAY,THURSDAY
videos/23/4.mp4,23,TIRED,I AM TIRED.
clips\8\11.MOV,8,WELCOME,YOU ARE WELCOME
clips\46\35.MOV,46,FRIDAY,FRIDAY
clips\39\29.MOV,39,OCTOBER,OCTOBER
videos/26/7.mp4,26,HEADACHE VERY,MY HEAD IS VERY PAINFUL.
clips\94\29.MOV,94,CRAB,CRAB
clips\24\23.MOV,24,FIVE,FIVE
videos/1/28.mp4,1,JOHN LIKES MARY,JOHN LIKES MARY.
clips\73\21.MOV,73,GREEN,GREEN
clips\3\49.MOV,3,HELLO,HELLO
clips\77\35.MOV,77,WHITE,WHITE
clips\96\19.MOV,96,COLD,COLD
videos/39/28.mp4,39,SHOCKED,I AM SHOCKED!
clips\95\12.MOV,95,HOT,HOT
clips\70\13.MOV,70,DEAF BLIND,DEAF BLIND
clips\44\25.MOV,44,WEDNESDAY,WEDNESDAY
clips\7\44.MOV,7,THANK YOU,THANK YOU
clips\100\48.MOV,100,TEA,TEA
clips\22\28.MOV,22,THREE,THREE
clips\82\10.MOV,82,VIOLET,VIOLET
clips\63\23.MOV,63,GIRL,GIRL
clips\80\50.MOV,80,GRAY,GRAY
clips\44\42.MOV,44,WEDNESDAY,WEDNESDAY
clips\45\46.MOV,45,THURSDAY,THURSDAY
clips\37\24.MOV,37,AUGUST,AUGUST
videos/30/15.mp4,30,MUCH HARD,THIS IS VERY HARD.
clips\74\29.MOV,74,RED,RED
videos/22/33.mp4,22,LIKE YOU,I LIKE YOU.
clips\83\49.MOV,83,LIGHT,LIGHT
clips\61\13.MOV,61,PARENTS,PARENTS
clips\24\21.MOV,24,FIVE,FIVE
clips\72\13.MOV,72,BLUE,BLUE
clips\104\29.MOV,104,SUGAR NONE,NO SUGAR
clips\89\5.MOV,89,CHICKEN,CHICKEN
clips\19\23.MOV,19,FAST,FAST
clips\68\18.MOV,68,WHEELCHAIR,PERSON IN A WHEELCHAIR
clips\88\15.MOV,88,MEAT,MEAT
clips\14\4.MOV,14,NO,NO
videos/14/32.mp4,14,GOOD MORNING,GOOD MORNING!
videos/31/12.mp4,31,HATE,I HATE YOU!
videos/39/33.mp4,39,SHOCKED,I AM SHOCKED!
clips\17\8.MOV,17,CORRECT,CORRECT
clips\15\24.MOV,15,YES,YES
clips\86\38.MOV,86,EGG,EGG
clips\6\14.MOV,6,NICE MEET,NICE TO MEET YOU
clips\43\18.MOV,43,TUESDAY,TUESDAY
clips\12\4.MOV,12,KNOW,KNOW
clips\104\27.MOV,104,SUGAR NONE,NO SUGAR
clips\55\29.MOV,55,DAUGHTER,DAUGHTER
clips\55\47.MOV,55,DAUGHTER,DAUGHTER
clips\28\19.MOV,28,NINE,NINE
clips\90\37.MOV,90,SPAGHETTI,SPAGHETTI
clips\47\40.MOV,47,SATURDAY,SATURDAY
clips\26\16.MOV,26,SEVEN,SEVEN
clips\48\5.MOV,48,SUNDAY,SUNDAY
videos/28/2.mp4,28,MUCH TIRED,I AM SO TIRED.
clips\20\5.MOV,20,ONE,ONE
clips\74\46.MOV,74,RED,RED
videos/42/4.mp4,42,TRIP EXCITING/JOYFUL,THE TRIP IS EXCITING.
clips\76\44.MOV,76,BLACK,BLACK
videos/37/32.mp4,37,NERVOUS,I AM NERVOUS.
clips\34\5.MOV,34,MAY,MAY
clips\19\45.MOV,19,FAST,FAST
clips\7\26.MOV,7,THANK YOU,THANK YOU
clips\98\20.MOV,98,MILK,MILK
clips\47\0.MOV,47,SATURDAY,SATURDAY
videos/7/19.mp4,7,YOU SICK,YOU ARE SICK!
clips\13\24.MOV,13,NOT KNOW,DO NOT KNOW
videos/38/6.mp4,38,WORRY,I AM WORRIED.
clips\85\35.MOV,85,BREAD,BREAD
clips\42\23.MOV,42,MONDAY,MONDAY
clips\41\15.MOV,41,DECEMBER,DECEMBER
clips\89\39.MOV,89,CHICKEN,CHICKEN
clips\66\24.MOV,66,DEAF,DEAF
clips\48\39.MOV,48,SUNDAY,SUNDAY
clips\104\18.MOV,104,SUGAR NONE,NO SUGAR
clips\89\21.MOV,89,CHICKEN,CHICKEN
clips\29\3.MOV,29,TEN,TEN
clips\68\4.MOV,68,WHEELCHAIR,PERSON IN A WHEELCHAIR
clips\99\38.MOV,99,COFFEE,COFFEE
clips\54\51.MOV,54,SON,SON
clips\35\29.MOV,35,JUNE,JUNE
clips\70\42.MOV,70,DEAF BLIND,DEAF BLIND
clips\28\24.MOV,28,NINE,NINE
clips\71\9.MOV,71,MARRIED,MARRIED
videos/39/8.mp4,39,SHOCKED,I AM SHOCKED!
clips\8\22.MOV,8,WELCOME,YOU ARE WELCOME
videos/20/8.mp4,20,NOT HARD,THIS IS NOT HARD.
videos/7/18.mp4,7,YOU SICK,YOU ARE SICK!
videos/46/21.mp4,46,SORRY,I AM SORRY.
clips\104\11.MOV,104,SUGAR NONE,NO SUGAR
clips\67\50.MOV,67,H H,HARD OF HEARING
clips\16\40.MOV,16,WRONG,WRONG
clips\25\14.MOV,25,SIX,SIX
clips\5\17.MOV,5,FINE,I AM FINE
clips\46\6.MOV,46,FRIDAY,FRIDAY
clips\19\41.MOV,19,FAST,FAST
clips\64\37.MOV,64,MAN,MAN
videos/1/27.mp4,1,JOHN LIKES MARY,JOHN LIKES MARY.
clips\38\21.MOV,38,SEPTEMBER,SEPTEMBER
clips\10\21.MOV,10,UNDERSTAND,UNDERSTAND
videos/30/21.mp4,30,MUCH HARD,THIS IS VERY HARD.
clips\42\50.MOV,42,MONDAY,MONDAY
clips\35\20.MOV,35,JUNE,JUNE
clips\6\49.MOV,6,NICE MEET,NICE TO MEET YOU
clips\80\37.MOV,80,GRAY,GRAY
clips\45\29.MOV,45,THURSDAY,THURSDAY
videos/49/3.mp4,49,HEARTACHE,I AM HEARTBROKEN.
clips\33\3.MOV,33,APRIL,APRIL
videos/25/36.mp4,25,HARD,THIS IS HARD.
videos/11/10.mp4,11,JOHN LIKE MARY,DOES JOHN LIKE MARY?
clips\2\21.MOV,2,GOOD EVENING,GOOD EVENING
clips\95\25.MOV,95,HOT,HOT
clips\13\31.MOV,13,NOT KNOW,DO NOT KNOW
clips\51\19.MOV,51,YESTERDAY,YESTERDAY
videos/24/6.mp4,24,SLOW,YOU ARE SLOW.
videos/31/0.mp4,31,HATE,I HATE YOU!
videos/41/7.mp4,41,THANK YOU,THANK YOU.
clips\12\42.MOV,12,KNOW,KNOW
clips\47\30.MOV,47,SATURDAY,SATURDAY
clips\15\2.MOV,15,YES,YES
clips\62\45.MOV,62,BOY,BOY
clips\24\41.MOV,24,FIVE,FIVE
clips\21\36.MOV,21,TWO,TWO
clips\7\7.MOV,7,THANK YOU,THANK YOU
clips\90\6.MOV,90,SPAGHETTI,SPAGHETTI
videos/18/4.mp4,18,NOT TIRED,I AM NOT TIRED.
clips\87\17.MOV,87,FISH,FISH
clips\8\10.MOV,8,WELCOME,YOU ARE WELCOME
videos/49/15.mp4,49,HEARTACHE,I AM HEARTBROKEN.
clips\98\37.MOV,98,MILK,MILK
clips\84\2.MOV,84,DARK,DARK
clips\90\29.MOV,90,SPAGHETTI,SPAGHETTI
clips\84\40.MOV,84,DARK,DARK
clips\27\34.MOV,27,EIGHT,EIGHT
videos/38/10.mp4,38,WORRY,I AM WORRIED.
clips\67\33.MOV,67,H H,HARD OF HEARING
clips\87\34.MOV,87,FISH,FISH
clips\57\15.MOV,57,GRANDMOTHER,GRANDMOTHER
clips\23\4.MOV,23,FOUR,FOUR
videos/26/5.mp4,26,HEADACHE VERY,MY HEAD IS VERY PAINFUL.
clips\55\26.MOV,55,DAUGHTER,DAUGHTER
clips\95\15.MOV,95,HOT,HOT
clips\63\31.MOV,63,GIRL,GIRL
clips\78\40.MOV,78,YELLOW,YELLOW
clips\18\51.MOV,18,SLOW,SLOW
videos/24/15.mp4,24,SLOW,YOU ARE SLOW.
clips\7\28.MOV,7,THANK YOU,THANK YOU
clips\20\51.MOV,20,ONE,ONE
clips\77\4.MOV,77,WHITE,WHITE
clips\36\27.MOV,36,JULY,JULY
clips\0\7.MOV,0,GOOD MORNING,GOOD MORNING
clips\43\51.MOV,43,TUESDAY,TUESDAY
clips\18\31.MOV,18,SLOW,SLOW
clips\77\6.MOV,77,WHITE,WHITE
clips\69\36.MOV,69,BLIND,BLIND
clips\45\33.MOV,45,THURSDAY,THURSDAY
clips\81\41.MOV,81,PINK,PINK
videos/32/36.mp4,32,DISGUSTING,YOU ARE DISGUSTING!
clips\5\18.MOV,5,FINE,I AM FINE
clips\67\18.MOV,67,H H,HARD OF HEARING
clips\0\3.MOV,0,GOOD MORNING,GOOD MORNING
clips\53\39.MOV,53,MOTHER,MOTHER
clips\26\31.MOV,26,SEVEN,SEVEN
videos/3/26.mp4,3,NEW FIREWORKS,IS IT NEW YEAR?
videos/44/28.mp4,44,PROUD YOU,I AM PROUD OF YOU!
clips\92\18.MOV,92,LONGANISA,LONGANISA
clips\85\1.MOV,85,BREAD,BREAD
clips\0\28.MOV,0,GOOD MORNING,GOOD MORNING
videos/41/3.mp4,41,THANK YOU,THANK YOU.
clips\41\38.MOV,41,DECEMBER,DECEMBER
clips\19\33.MOV,19,FAST,FAST
clips\72\26.MOV,72,BLUE,BLUE
videos/27/9.mp4,27,LIKE YOU VERY MUCH,I LIKE YOU VERY MUCH.
videos/23/7.mp4,23,TIRED,I AM TIRED.
clips\86\41.MOV,86,EGG,EGG
clips\81\6.MOV,81,PINK,PINK
clips\78\10.MOV,78,YELLOW,YELLOW
clips\36\3.MOV,36,JULY,JULY
clips\10\51.MOV,10,UNDERSTAND,UNDERSTAND
clips\101\7.MOV,101,BEER,BEER
clips\22\13.MOV,22,THREE,THREE
clips\39\16.MOV,39,OCTOBER,OCTOBER
videos/40/23.mp4,40,GHOST,I SAW A GHOST.
clips\49\21.MOV,49,TODAY,TODAY
clips\39\31.MOV,39,OCTOBER,OCTOBER
clips\33\26.MOV,33,APRIL,APRIL
clips\45\22.MOV,45,THURSDAY,THURSDAY
clips\69\45.MOV,69,BLIND,BLIND
clips\97\21.MOV,97,JUICE,JUICE
clips\12\45.MOV,12,KNOW,KNOW
clips\29\41.MOV,29,TEN,TEN
clips\97\5.MOV,97,JUICE,JUICE
videos/41/0.mp4,41,THANK YOU,THANK YOU.
clips\69\7.MOV,69,BLIND,BLIND
clips\20\36.MOV,20,ONE,ONE
clips\25\13.MOV,25,SIX,SIX
clips\69\28.MOV,69,BLIND,BLIND
clips\96\26.MOV,96,COLD,COLD
clips\10\16.MOV,10,UNDERSTAND,UNDERSTAND
clips\37\0.MOV,37,AUGUST,AUGUST
clips\49\46.MOV,49,TODAY,TODAY
clips\38\48.MOV,38,SEPTEMBER,SEPTEMBER
clips\17\52.MOV,17,CORRECT,CORRECT
clips\68\2.MOV,68,WHEELCHAIR,PERSON IN A WHEELCHAIR
videos/28/16.mp4,28,MUCH TIRED,I AM SO TIRED.
videos/25/12.mp4,25,HARD,THIS IS HARD.
clips\77\43.MOV,77,WHITE,WHITE
clips\67\4.MOV,67,H H,HARD OF HEARING
clips\9\23.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
clips\3\40.MOV,3,HELLO,HELLO
clips\55\44.MOV,55,DAUGHTER,DAUGHTER
clips\41\21.MOV,41,DECEMBER,DECEMBER
videos/9/28.mp4,9,FINE,I AM FINE.
clips\102\45.MOV,102,WINE,WINE
clips\89\6.MOV,89,CHICKEN,CHICKEN
clips\36\5.MOV,36,JULY,JULY
clips\84\37.MOV,84,DARK,DARK
clips\70\8.MOV,70,DEAF BLIND,DEAF BLIND
videos/42/23.mp4,42,TRIP EXCITING/JOYFUL,THE TRIP IS EXCITING.
clips\14\51.MOV,14,NO,NO
videos/21/6.mp4,21,HEADACHE,MY HEAD IS PAINFUL.
videos/41/36.mp4,41,THANK YOU,THANK YOU.
clips\4\10.MOV,4,YOU HOW,HOW ARE YOU
clips\38\29.MOV,38,SEPTEMBER,SEPTEMBER
clips\7\29.MOV,7,THANK YOU,THANK YOU
clips\38\39.MOV,38,SEPTEMBER,SEPTEMBER
clips\97\6.MOV,97,JUICE,JUICE
clips\77\20.MOV,77,WHITE,WHITE
videos/20/18.mp4,20,NOT HARD,THIS IS NOT HARD.
clips\68\34.MOV,68,WHEELCHAIR,PERSON IN A WHEELCHAIR
clips\21\5.MOV,21,TWO,TWO
clips\51\47.MOV,51,YESTERDAY,YESTERDAY
clips\99\7.MOV,99,COFFEE,COFFEE
videos/14/12.mp4,14,GOOD MORNING,GOOD MORNING!
clips\55\49.MOV,55,DAUGHTER,DAUGHTER
clips\46\12.MOV,46,FRIDAY,FRIDAY
clips\87\42.MOV,87,FISH,FISH
clips\49\4.MOV,49,TODAY,TODAY
clips\72\43.MOV,72,BLUE,BLUE
clips\87\21.MOV,87,FISH,FISH
videos/3/28.mp4,3,NEW FIREWORKS,IS IT NEW YEAR?
videos/21/22.mp4,21,HEADACHE,MY HEAD IS PAINFUL.
clips\93\8.MOV,93,SHRIMP,SHRIMP
clips\66\15.MOV,66,DEAF,DEAF
clips\32\31.MOV,32,MARCH,MARCH
clips\73\24.MOV,73,GREEN,GREEN
clips\23\13.MOV,23,FOUR,FOUR
clips\70\33.MOV,70,DEAF BLIND,DEAF BLIND
clips\4\50.MOV,4,YOU HOW,HOW ARE YOU
clips\17\11.MOV,17,CORRECT,CORRECT
clips\31\41.MOV,31,FEBRUARY,FEBRUARY
clips\4\20.MOV,4,YOU HOW,HOW ARE YOU
videos/9/24.mp4,9,FINE,I AM FINE.
clips\90\28.MOV,90,SPAGHETTI,SPAGHETTI
clips\60\37.MOV,60,COUSIN,COUSIN
clips\8\12.MOV,8,WELCOME,YOU ARE WELCOME
clips\28\31.MOV,28,NINE,NINE
clips\71\51.MOV,71,MARRIED,MARRIED
clips\11\36.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
clips\38\7.MOV,38,SEPTEMBER,SEPTEMBER
clips\57\40.MOV,57,GRANDMOTHER,GRANDMOTHER
clips\36\8.MOV,36,JULY,JULY
clips\17\15.MOV,17,CORRECT,CORRECT
clips\13\32.MOV,13,NOT KNOW,DO NOT KNOW
clips\44\44.MOV,44,WEDNESDAY,WEDNESDAY
clips\61\7.MOV,61,PARENTS,PARENTS
clips\6\15.MOV,6,NICE MEET,NICE TO MEET YOU
clips\75\47.MOV,75,BROWN,BROWN
clips\104\28.MOV,104,SUGAR NONE,NO SUGAR
clips\22\32.MOV,22,THREE,THREE
clips\17\13.MOV,17,CORRECT,CORRECT
clips\44\20.MOV,44,WEDNESDAY,WEDNESDAY
clips\102\26.MOV,102,WINE,WINE
clips\92\38.MOV,92,LONGANISA,LONGANISA
clips\32\20.MOV,32,MARCH,MARCH
clips\69\32.MOV,69,BLIND,BLIND
clips\10\0.MOV,10,UNDERSTAND,UNDERSTAND
clips\38\33.MOV,38,SEPTEMBER,SEPTEMBER
clips\22\37.MOV,22,THREE,THREE
clips\3\36.MOV,3,HELLO,HELLO
clips\67\20.MOV,67,H H,HARD OF HEARING
clips\16\37.MOV,16,WRONG,WRONG
videos/14/2.mp4,14,GOOD MORNING,GOOD MORNING!
clips\78\26.MOV,78,YELLOW,YELLOW
clips\10\8.MOV,10,UNDERSTAND,UNDERSTAND
videos/47/26.mp4,47,DOG DIE,MY DOG DIED.
clips\75\48.MOV,75,BROWN,BROWN
clips\9\17.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
clips\58\19.MOV,58,UNCLE,UNCLE
clips\3\45.MOV,3,HELLO,HELLO
clips\78\36.MOV,78,YELLOW,YELLOW
clips\88\35.MOV,88,MEAT,MEAT
clips\93\42.MOV,93,SHRIMP,SHRIMP
clips\53\49.MOV,53,MOTHER,MOTHER
clips\95\44.MOV,95,HOT,HOT
clips\57\13.MOV,57,GRANDMOTHER,GRANDMOTHER
clips\9\32.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
clips\31\8.MOV,31,FEBRUARY,FEBRUARY
clips\70\1.MOV,70,DEAF BLIND,DEAF BLIND
clips\90\1.MOV,90,SPAGHETTI,SPAGHETTI
videos/9/15.mp4,9,FINE,I AM FINE.
clips\77\1.MOV,77,WHITE,WHITE
clips\102\2.MOV,102,WINE,WINE
videos/29/27.mp4,29,YOU MUCH SLOW / MUCH SLOW,YOU ARE SO SLOW!
videos/38/12.mp4,38,WORRY,I AM WORRIED.
clips\92\43.MOV,92,LONGANISA,LONGANISA
videos/15/28.mp4,15,GOOD NOON,GOOD NOON!
videos/37/9.mp4,37,NERVOUS,I AM NERVOUS.
clips\23\7.MOV,23,FOUR,FOUR
clips\80\15.MOV,80,GRAY,GRAY
clips\79\43.MOV,79,ORANGE,ORANGE
clips\56\22.MOV,56,GRANDFATHER,GRANDFATHER
clips\14\18.MOV,14,NO,NO
clips\9\19.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
videos/7/31.mp4,7,YOU SICK,YOU ARE SICK!
videos/39/18.mp4,39,SHOCKED,I AM SHOCKED!
clips\84\43.MOV,84,DARK,DARK
videos/13/25.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
clips\103\10.MOV,103,SUGAR,SUGAR
clips\21\35.MOV,21,TWO,TWO
videos/5/22.mp4,5,AGE YOU HOW MUCH,HOW OLD ARE YOU?
clips\50\10.MOV,50,TOMORROW,TOMORROW
clips\33\27.MOV,33,APRIL,APRIL
videos/28/20.mp4,28,MUCH TIRED,I AM SO TIRED.
videos/21/27.mp4,21,HEADACHE,MY HEAD IS PAINFUL.
videos/21/30.mp4,21,HEADACHE,MY HEAD IS PAINFUL.
clips\45\41.MOV,45,THURSDAY,THURSDAY
clips\82\24.MOV,82,VIOLET,VIOLET
videos/38/7.mp4,38,WORRY,I AM WORRIED.
videos/24/3.mp4,24,SLOW,YOU ARE SLOW.
clips\63\27.MOV,63,GIRL,GIRL
clips\79\11.MOV,79,ORANGE,ORANGE
videos/45/35.mp4,45,CLASS/GROUP WIN,OUR TEAM WON!
videos/37/34.mp4,37,NERVOUS,I AM NERVOUS.
clips\60\11.MOV,60,COUSIN,COUSIN
clips\85\44.MOV,85,BREAD,BREAD
clips\60\13.MOV,60,COUSIN,COUSIN
clips\95\7.MOV,95,HOT,HOT
clips\62\46.MOV,62,BOY,BOY
clips\42\6.MOV,42,MONDAY,MONDAY
clips\50\48.MOV,50,TOMORROW,TOMORROW
clips\53\17.MOV,53,MOTHER,MOTHER
clips\15\25.MOV,15,YES,YES
clips\45\37.MOV,45,THURSDAY,THURSDAY
videos/10/5.mp4,10,OLD 12 YEAR,I AM 12 YEARS OLD.
clips\58\41.MOV,58,UNCLE,UNCLE
clips\104\47.MOV,104,SUGAR NONE,NO SUGAR
clips\8\40.MOV,8,WELCOME,YOU ARE WELCOME
clips\0\29.MOV,0,GOOD MORNING,GOOD MORNING
clips\34\25.MOV,34,MAY,MAY
clips\103\19.MOV,103,SUGAR,SUGAR
clips\25\33.MOV,25,SIX,SIX
clips\27\22.MOV,27,EIGHT,EIGHT
clips\15\23.MOV,15,YES,YES
clips\13\6.MOV,13,NOT KNOW,DO NOT KNOW
clips\102\7.MOV,102,WINE,WINE
clips\30\8.MOV,30,JANUARY,JANUARY
clips\59\33.MOV,59,AUNTIE,AUNTIE
clips\83\40.MOV,83,LIGHT,LIGHT
videos/27/14.mp4,27,LIKE YOU VERY MUCH,I LIKE YOU VERY MUCH.
clips\64\46.MOV,64,MAN,MAN
clips\85\37.MOV,85,BREAD,BREAD
clips\38\13.MOV,38,SEPTEMBER,SEPTEMBER
clips\29\46.MOV,29,TEN,TEN
videos/43/35.mp4,43,SHOW AMAZING,THE SHOW IS AMAZING.
clips\9\48.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
clips\61\12.MOV,61,PARENTS,PARENTS
clips\75\18.MOV,75,BROWN,BROWN
clips\52\0.MOV,52,FATHER,FATHER
clips\49\24.MOV,49,TODAY,TODAY
clips\77\51.MOV,77,WHITE,WHITE
clips\17\14.MOV,17,CORRECT,CORRECT
clips\11\24.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
videos/47/23.mp4,47,DOG DIE,MY DOG DIED.
clips\18\48.MOV,18,SLOW,SLOW
clips\22\43.MOV,22,THREE,THREE
videos/36/27.mp4,36,SCARED,I AM SCARED.
clips\74\15.MOV,74,RED,RED
clips\9\51.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
videos/27/34.mp4,27,LIKE YOU VERY MUCH,I LIKE YOU VERY MUCH.
videos/1/8.mp4,1,JOHN LIKES MARY,JOHN LIKES MARY.
clips\8\15.MOV,8,WELCOME,YOU ARE WELCOME
clips\102\39.MOV,102,WINE,WINE
videos/23/2.mp4,23,TIRED,I AM TIRED.
clips\81\23.MOV,81,PINK,PINK
videos/47/35.mp4,47,DOG DIE,MY DOG DIED.
videos/49/32.mp4,49,HEARTACHE,I AM HEARTBROKEN.
clips\11\28.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
clips\76\13.MOV,76,BLACK,BLACK
clips\78\30.MOV,78,YELLOW,YELLOW
clips\101\48.MOV,101,BEER,BEER
clips\87\18.MOV,87,FISH,FISH
clips\57\8.MOV,57,GRANDMOTHER,GRANDMOTHER
clips\95\1.MOV,95,HOT,HOT
clips\34\22.MOV,34,MAY,MAY
clips\53\14.MOV,53,MOTHER,MOTHER
videos/46/19.mp4,46,SORRY,I AM SORRY.
videos/1/34.mp4,1,JOHN LIKES MARY,JOHN LIKES MARY.
videos/17/5.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\86\39.MOV,86,EGG,EGG
clips\19\18.MOV,19,FAST,FAST
videos/40/7.mp4,40,GHOST,I SAW A GHOST.
clips\103\2.MOV,103,SUGAR,SUGAR
videos/44/13.mp4,44,PROUD YOU,I AM PROUD OF YOU!
clips\20\40.MOV,20,ONE,ONE
clips\10\49.MOV,10,UNDERSTAND,UNDERSTAND
clips\103\38.MOV,103,SUGAR,SUGAR
videos/37/3.mp4,37,NERVOUS,I AM NERVOUS.
clips\76\32.MOV,76,BLACK,BLACK
clips\78\47.MOV,78,YELLOW,YELLOW
clips\90\7.MOV,90,SPAGHETTI,SPAGHETTI
clips\37\10.MOV,37,AUGUST,AUGUST
clips\54\31.MOV,54,SON,SON
clips\65\49.MOV,65,WOMAN,WOMAN
clips\38\31.MOV,38,SEPTEMBER,SEPTEMBER
videos/13/23.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
videos/48/20.mp4,48,ALONE,I AM ALONE.
clips\19\2.MOV,19,FAST,FAST
videos/22/34.mp4,22,LIKE YOU,I LIKE YOU.
videos/25/17.mp4,25,HARD,THIS IS HARD.
clips\100\36.MOV,100,TEA,TEA
clips\90\5.MOV,90,SPAGHETTI,SPAGHETTI
clips\9\36.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
clips\82\20.MOV,82,VIOLET,VIOLET
clips\94\21.MOV,94,CRAB,CRAB
clips\84\3.MOV,84,DARK,DARK
clips\103\5.MOV,103,SUGAR,SUGAR
clips\22\36.MOV,22,THREE,THREE
clips\34\0.MOV,34,MAY,MAY
clips\89\2.MOV,89,CHICKEN,CHICKEN
videos/39/9.mp4,39,SHOCKED,I AM SHOCKED!
clips\40\47.MOV,40,NOVEMBER,NOVEMBER
clips\81\21.MOV,81,PINK,PINK
clips\51\13.MOV,51,YESTERDAY,YESTERDAY
videos/9/34.mp4,9,FINE,I AM FINE.
clips\86\16.MOV,86,EGG,EGG
videos/17/1.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\104\10.MOV,104,SUGAR NONE,NO SUGAR
clips\79\33.MOV,79,ORANGE,ORANGE
clips\0\5.MOV,0,GOOD MORNING,GOOD MORNING
clips\76\42.MOV,76,BLACK,BLACK
videos/40/33.mp4,40,GHOST,I SAW A GHOST.
clips\103\44.MOV,103,SUGAR,SUGAR
clips\101\5.MOV,101,BEER,BEER
clips\20\39.MOV,20,ONE,ONE
clips\47\3.MOV,47,SATURDAY,SATURDAY
clips\60\19.MOV,60,COUSIN,COUSIN
clips\102\35.MOV,102,WINE,WINE
clips\61\21.MOV,61,PARENTS,PARENTS
